""	"ASV_name"	"size"	"domain"	"phylum"	"class"	"order"	"family"	"genus"	"species"	"consensus_taxonomy"	"logFC"	"logCPM"	"LR"	"PValue"	"FDR"	"log10P"	"significant"	"local_OTU_size"	"local_sample_count"
"ASV_02227"	"ASV_02227"	1359	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Prevotellaceae"	"Prevotella"	NA	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella"	-0.186894343855581	8.50329577863271	0.00488607734048685	0.944272869735849	0.975093499227773	0.0249024880150734	"FALSE"	1353	27
"ASV_17012"	"ASV_17012"	2052	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pasteurellales"	"Pasteurellaceae"	"Haemophilus"	NA	"Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Haemophilus"	-0.130318577915215	9.03540606676306	0.00453731772681465	0.946295418731846	0.975093499227773	0.0239732624390396	"FALSE"	2052	24
"ASV_10963"	"ASV_10963"	2555	"Bacteria"	"Firmicutes"	"Negativicutes"	"Selenomonadales"	"Veillonellaceae"	"Veillonella"	NA	"Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Veillonella"	0.0243594439617544	9.53716312921123	0.00408962757829556	0.949009883354053	0.975093499227773	0.0227292646393279	"FALSE"	2519	55
"ASV_11188"	"ASV_11188"	8598	"Bacteria"	"Firmicutes"	"Negativicutes"	"Selenomonadales"	"Veillonellaceae"	"Veillonella"	NA	"Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Veillonella"	0.102445677558752	11.3618142211524	0.0038577478023285	0.950474620004192	0.975093499227773	0.0220594753680185	"FALSE"	8581	61
"ASV_15215"	"ASV_15215"	2344	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Prevotellaceae"	"Prevotella"	"Prevotella salivae"	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella salivae"	-0.138145454564152	9.60917758172985	0.00377006685378944	0.951039959398625	0.975093499227773	0.021801235132263	"FALSE"	2344	39
"ASV_10563"	"ASV_10563"	2269	"Bacteria"	"Firmicutes"	"Negativicutes"	"Selenomonadales"	"Veillonellaceae"	"Anaeroglobus"	"Anaeroglobus geminatus"	"Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Anaeroglobus;Anaeroglobus geminatus"	-0.00239192063831215	9.51057763591036	0.00308589827578487	0.955699610408643	0.977968339194864	0.0196785910315396	"FALSE"	2155	35
"ASV_06741"	"ASV_06741"	8056	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Micrococcaceae"	"Rothia"	NA	"Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Micrococcaceae;Rothia"	0.0371668104742867	11.1870340516065	0.00185406957044165	0.965654575450132	0.984119293569921	0.0151781973980159	"FALSE"	7852	95
"ASV_18903"	"ASV_18903"	10146	"Bacteria"	"Firmicutes"	"Negativicutes"	"Selenomonadales"	"Veillonellaceae"	"Veillonella"	NA	"Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Veillonella"	-0.0171725296692728	11.4023134124601	0.00173748043187061	0.966751330262876	0.984119293569921	0.0146852216594183	"FALSE"	10105	88
"ASV_15934"	"ASV_15934"	3575	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Prevotellaceae"	"Prevotella"	"Prevotella histicola"	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella histicola"	0.0537004762670532	10.2520139036081	0.0014904795517765	0.96920393704191	0.984119293569921	0.0135848303660379	"FALSE"	3575	47
"ASV_14300"	"ASV_14300"	11409	"Bacteria"	NA	NA	NA	NA	NA	NA	"Bacteria"	0.107381302567254	11.3784507155644	0.00134853260530576	0.970706370395513	0.984119293569921	0.0129121202486082	"FALSE"	11353	54
"ASV_19260"	"ASV_19260"	3249	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"FAM_Gemella"	"Gemella"	NA	"Bacteria;Firmicutes;Bacilli;Bacillales;FAM_Gemella;Gemella"	-0.0873186899669379	10.4107202693852	0.00131729392742841	0.971047500296696	0.984119293569921	0.0127595253832586	"FALSE"	3245	47
"ASV_16230"	"ASV_16230"	2416	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Porphyromonadaceae"	"Porphyromonas"	"Porphyromonas endodontalis"	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Porphyromonas;Porphyromonas endodontalis"	0.0202850621351665	10.0274905201293	0.000822102404782754	0.977125926183189	0.988378815928101	0.0100494633822145	"FALSE"	2416	39
"ASV_10881"	"ASV_10881"	12565	"Bacteria"	"Firmicutes"	"Negativicutes"	"Selenomonadales"	"Veillonellaceae"	"Veillonella"	NA	"Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Veillonella"	0.0233375418341629	11.9016598834778	0.000476379150825323	0.982586665041864	0.991736722175179	0.00762913409294582	"FALSE"	11815	108
"ASV_15358"	"ASV_15358"	2286	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Prevotellaceae"	"Prevotella"	"Prevotella melaninogenica"	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella melaninogenica"	-0.196029815954443	9.13009345075382	0.000391722816715401	0.984209308724134	0.991736722175179	0.00691253169331502	"FALSE"	2242	31
"ASV_11191"	"ASV_11191"	3382	"Bacteria"	"Firmicutes"	"Negativicutes"	"Selenomonadales"	"Veillonellaceae"	"Veillonella"	NA	"Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Veillonella"	0.101601520733248	9.65632045163266	8.97491667259942e-05	0.992441270951974	0.997930627864169	0.00329518376498552	"FALSE"	3302	28
"ASV_14432"	"ASV_14432"	10465	"Bacteria"	NA	NA	NA	NA	NA	NA	"Bacteria"	0.00405155698914433	11.6678789534891	2.48456327938129e-05	0.996022929457755	0.997930627864169	0.00173066356189185	"FALSE"	10176	104
"ASV_19038"	"ASV_19038"	2502	"Bacteria"	"Firmicutes"	"Negativicutes"	"Selenomonadales"	"Veillonellaceae"	"Veillonella"	NA	"Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Veillonella"	-0.29994227393342	9.45884397927621	2.28073320585054e-05	0.996189555385582	0.997930627864169	0.00165801596860889	"FALSE"	2414	44
"ASV_09996"	"ASV_09996"	29465	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	NA	"Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus"	0.00168138626143498	12.6263674933335	6.72663782097516e-06	0.997930627864169	0.997930627864169	0.000899648074303783	"FALSE"	19298	169
